DH	INVJ	Xt	Mt	XMt	NDH
-73.2348558379	5.0	0.0	0.5	0.0705318098462	-1464.69711676
-536.635000656	10.0	0.0351419735732	0.498242901321	0.212344280861	-5366.35000656
-680.06558049	10.0	0.105056730635	0.494747163468	0.355164085808	-6800.6558049
-694.146688717	10.0	0.174483528755	0.491275823562	0.499001996008	-6941.46688717
-689.475081359	10.0	0.243427458617	0.487828627069	0.643868936901	-6894.75081359
-663.010698305	10.0	0.311893540338	0.484405322983	0.78977599081	-6630.10698305
-625.048844068	10.0	0.379886724686	0.481005663766	0.936734399769	-6250.48844068
-592.050080825	10.0	0.447411894273	0.477629405286	1.08475556841	-5920.50080825
-532.803545755	10.0	0.514473864728	0.474276306764	1.23385106692	-5328.03545755
-484.903323976	10.0	0.581077385835	0.470946130708	1.38403263403	-4849.03323976
-435.752759848	10.0	0.647227142662	0.467638642867	1.53531218014	-4357.52759848
-389.427445379	10.0	0.712927756654	0.464353612167	1.68770179043	-3894.27445379
-344.258403478	10.0	0.77818378671	0.461090810665	1.84121372809	-3442.58403478
-302.386103828	10.0	0.84299973024	0.457850013488	1.99586043761	-3023.86103828
-264.848719789	10.0	0.907380024197	0.45463099879	2.15165454815	-2648.48719789
-231.318725714	10.0	0.971329046088	0.451433547696	2.30860887697	-2313.18725714
-201.743927113	10.0	1.03485111497	0.448257444252	2.46673643295	-2017.43927113
-176.559705709	10.0	1.09795049241	0.445102475379	2.62605042017	-1765.59705709
-155.034438969	10.0	1.16063138347	0.441968430826	2.7865642416	-1550.34438969
-136.187080906	10.0	1.2228979376	0.43885510312	2.94829150287	-1361.87080906
-120.420927134	10.0	1.28475424957	0.435762287521	3.11124601609	-1204.20927134
-106.113373544	10.0	1.34620436039	0.432689781981	3.27544180378	-1061.13373544
-94.459562297	10.0	1.40725225815	0.429637387093	3.44089310292	-944.59562297
-83.4441624902	10.0	1.46790187891	0.426604906054	3.60761436905	-834.441624902
-74.8493801677	10.0	1.52815710756	0.423592144622	3.77562028047	-748.493801677
-67.220815689	10.0	1.58802177858	0.420598911071	3.94492574257	-672.20815689
-60.686100894	10.0	1.64749967696	0.417625016152	4.11554589222	-606.86100894
-54.7466345406	10.0	1.7065945389	0.414670273055	4.28749610228	-547.466345406
-48.3233921238	10.0	1.76531005264	0.411734497368	4.46079198623	-483.233921238
	--	1.82364985923	0.408817507039	--
