DH	INVJ	Xt	Mt	XMt	NDH
-0.140782119464	2.0	0.0	0.1	0.0281829070669	-35.195529866
-229.126941181	10.0	0.00281432491381	0.0998592837543	0.169695255603	-11456.347059
-273.024400593	10.0	0.0168267545397	0.099158662273	0.312211736323	-13651.2200297
-275.098709438	10.0	0.0307412841473	0.0984629357926	0.455743074842	-13754.9354719
-274.183840851	10.0	0.0445589361554	0.0977720531922	0.600300150075	-13709.1920425
-266.142267377	10.0	0.0582807187955	0.0970859640602	0.745893996988	-13307.1133689
-248.615319734	10.0	0.0719076263569	0.0964046186822	0.8925358094	-12430.7659867
-205.999021018	10.0	0.0854406394267	0.0957279680287	1.04023694286	-10299.9510509
-136.22825493	10.0	0.0988807251253	0.0950559637437	1.18900891757	-6811.41274649
-72.8602769733	10.0	0.112228837337	0.0943885581332	1.33886342138	-3643.01384867
-38.3450434802	10.0	0.125485916934	0.0937257041533	1.48981231286	-1917.25217401
-22.3373876614	10.0	0.138652892	0.0930673554	1.64186762442	-1116.86938307
-14.4130050949	10.0	0.151730678046	0.0924134660977	1.79504156551	-720.650254743
-9.8176262036	10.0	0.164720178222	0.0917639910889	1.94934652588	-490.88131018
-7.73330826905	10.0	0.177622283523	0.0911188858239	2.10479507893	-386.665413453
-5.43248288273	10.0	0.190437872997	0.0904781063502	2.26139998512	-271.624144136
-3.80453371867	10.0	0.203167813941	0.0898416093029	2.41917419548	-190.226685934
-3.22226838633	10.0	0.2158129621	0.089209351895	2.57813085513	-161.113419316
-2.40407472091	10.0	0.228374161854	0.0885812919073	2.738283307	-120.203736046
-1.90285884285	10.0	0.24085224641	0.0879573876795	2.89964509552	-95.1429421423
-1.41024388472	10.0	0.253248037987	0.0873375981006	3.06222997044	-70.5121942362
-1.22697036188	10.0	0.265562347992	0.0867218826004	3.22605189074	-61.348518094
-0.91049345405	10.0	0.2777959772	0.08611020114	3.39112502864	-45.5246727025
-0.628019616064	10.0	0.289949715928	0.0855025142036	3.55746377367	-31.4009808032
-0.434918616573	10.0	0.302024344204	0.0848987827898	3.72508273686	-21.7459308286
-0.10961506913	10.0	0.314020631934	0.0842989684033	3.893996755	-5.48075345649
-0.0987785539563	10.0	0.325939339067	0.0837030330466	4.06422089506	-4.93892769781
-0.0852079360557	10.0	0.337781215755	0.0831109392123	4.23577045862	-4.26039680279
0.120534400639	10.0	0.349547002506	0.0825226498747	4.40866098648	6.02672003195
	--	0.361237430347	0.0819381284827	--
