DH	INVJ	Xt	Mt	XMt	NDH
-28.5959477169	5.0	0.0	0.1	0.0705318098462	-2850.21553755
-189.233410869	10.0	0.00702839471465	0.0996485802643	0.212344280861	-9461.67054344
-203.430951437	10.0	0.0210113461269	0.0989494326937	0.355164085808	-10171.5475719
-203.082267645	10.0	0.034896705751	0.0982551647125	0.499001996008	-10154.1133823
-196.152355815	10.0	0.0486854917235	0.0975657254138	0.643868936901	-9807.61779073
-179.706188446	10.0	0.0623787080676	0.0968810645966	0.78977599081	-8985.30942231
-151.327240103	10.0	0.0759773449371	0.0962011327531	0.936734399769	-7566.36200514
-111.498801724	10.0	0.0894823788546	0.0955258810573	1.08475556841	-5574.94008621
-72.917967273	10.0	0.102894772946	0.0948552613527	1.23385106692	-3645.89836365
-46.533549427	10.0	0.116215477167	0.0941892261416	1.38403263403	-2326.67747135
-30.9223972873	10.0	0.129445428532	0.0935277285734	1.53531218014	-1546.11986437
-22.0658815027	10.0	0.142585551331	0.0928707224335	1.68770179043	-1103.29407513
-16.7703397649	10.0	0.155636757342	0.0922181621329	1.84121372809	-838.516988245
-13.3528941644	10.0	0.168599946048	0.0915700026976	1.99586043761	-667.644708222
-10.9876553911	10.0	0.181476004839	0.090926199758	2.15165454815	-549.382769555
-9.35318402031	10.0	0.194265809218	0.0902867095391	2.30860887697	-467.659201015
-8.05774129584	10.0	0.206970222994	0.0896514888503	2.46673643295	-402.887064792
-7.03427172335	10.0	0.219590098483	0.0890204950759	2.62605042017	-351.713586168
-6.46768541121	10.0	0.232126276695	0.0883936861653	2.7865642416	-323.384270561
-5.48162433607	10.0	0.24457958752	0.087771020624	2.94829150287	-274.081216804
-5.14353041109	10.0	0.256950849914	0.0871524575043	3.11124601609	-257.176520555
-4.71137737388	10.0	0.269240872078	0.0865379563961	3.27544180378	-235.568868694
-4.35817185936	10.0	0.28145045163	0.0859274774185	3.44089310292	-217.908592968
-4.09682858122	10.0	0.293580375783	0.0853209812109	3.60761436905	-204.841429061
-3.88552426909	10.0	0.305631421511	0.0847184289244	3.77562028047	-194.276213454
-3.7080532207	10.0	0.317604355717	0.0841197822142	3.94492574257	-185.402661035
-3.64400953896	10.0	0.329499935392	0.0835250032304	4.11554589222	-182.200476948
-3.83183653491	10.0	0.341318907779	0.082934054611	4.28749610228	-191.591826746
-3.72697600815	10.0	0.353062010528	0.0823468994736	4.46079198623	-186.348800407
	--	0.364729971845	0.0817635014077	--
