DH	INVJ	Xt	Mt	XMt	NDH
-0.584451231862	2.0	0.0	0.05	0.0281829070669	-292.225615931
-70.8653046339	10.0	0.00140716245691	0.0499296418772	0.169695255603	-7086.53046339
-104.571465012	10.0	0.00841337726986	0.0495793311365	0.312211736323	-10457.1465012
-107.785129675	10.0	0.0153706420736	0.0492314678963	0.455743074842	-10778.5129675
-107.635631582	10.0	0.0222794680777	0.0488860265961	0.600300150075	-10763.5631582
-103.794874533	10.0	0.0291403593978	0.0485429820301	0.745893996988	-10379.4874533
-96.9030750079	10.0	0.0359538131785	0.0482023093411	0.8925358094	-9690.30750079
-86.7082130053	10.0	0.0427203197134	0.0478639840143	1.04023694286	-8670.82130053
-72.6144638579	10.0	0.0494403625627	0.0475279818719	1.18900891757	-7261.44638579
-56.3246851499	10.0	0.0561144186683	0.0471942790666	1.33886342138	-5632.46851499
-40.9897404287	10.0	0.0627429584669	0.0468628520767	1.48981231286	-4098.97404287
-28.4939626145	10.0	0.0693264460001	0.0465336777	1.64186762442	-2849.39626145
-19.8921194425	10.0	0.0758653390232	0.0462067330488	1.79504156551	-1989.21194425
-14.2151165909	10.0	0.0823600891109	0.0458819955445	1.94934652588	-1421.51165909
-10.068470635	10.0	0.0888111417614	0.0455594429119	2.10479507893	-1006.8470635
-7.38835815565	10.0	0.0952189364984	0.0452390531751	2.26139998512	-738.835815565
-5.78338648904	10.0	0.101583906971	0.0449208046515	2.41917419548	-578.338648904
-4.44751734895	10.0	0.10790648105	0.0446046759475	2.57813085513	-444.751734895
-3.48132095756	10.0	0.114187080927	0.0442906459537	2.738283307	-348.132095756
-2.55840874715	10.0	0.120426123205	0.0439786938397	2.89964509552	-255.840874715
-2.21131058408	10.0	0.126624018994	0.0436687990503	3.06222997044	-221.131058408
-1.75923040746	10.0	0.132781173996	0.0433609413002	3.22605189074	-175.923040746
-1.24761450611	10.0	0.1388979886	0.04305510057	3.39112502864	-124.761450611
-0.950366321287	10.0	0.144974857964	0.0427512571018	3.55746377367	-95.0366321287
-0.97177243537	10.0	0.151012172102	0.0424493913949	3.72508273686	-97.177243537
-1.01944884694	10.0	0.157010315967	0.0421494842016	3.893996755	-101.944884694
-0.711181093862	10.0	0.162969669534	0.0418515165233	4.06422089506	-71.1181093862
-0.391973371866	10.0	0.168890607877	0.0415554696061	4.23577045862	-39.1973371866
-0.461919333855	10.0	0.174773501253	0.0412613249374	4.40866098648	-46.1919333855
	--	0.180618715173	0.0409690642413	--
