DH	INVJ	Xt	Mt	XMt	NDH
0.00219254756139	2.0	0.0	0.1	0.0281829070669	0.548136890348
-201.671509424	10.0	0.00281432491381	0.0998592837543	0.169695255603	-10083.5754712
-240.100949481	10.0	0.0168267545397	0.099158662273	0.312211736323	-12005.047474
-235.079406071	10.0	0.0307412841473	0.0984629357926	0.455743074842	-11753.9703036
-227.329990349	10.0	0.0445589361554	0.0977720531922	0.600300150075	-11366.4995174
-212.311401752	10.0	0.0582807187955	0.0970859640602	0.745893996988	-10615.5700876
-184.494667332	10.0	0.0719076263569	0.0964046186822	0.8925358094	-9224.73336661
-139.013360802	10.0	0.0854406394267	0.0957279680287	1.04023694286	-6950.66804008
-88.5531705159	10.0	0.0988807251253	0.0950559637437	1.18900891757	-4427.6585258
-52.4300210908	10.0	0.112228837337	0.0943885581332	1.33886342138	-2621.50105454
-32.2488557002	10.0	0.125485916934	0.0937257041533	1.48981231286	-1612.44278501
-21.6420403504	10.0	0.138652892	0.0930673554	1.64186762442	-1082.10201752
-15.635708428	10.0	0.151730678046	0.0924134660977	1.79504156551	-781.785421399
-12.1356764077	10.0	0.164720178222	0.0917639910889	1.94934652588	-606.783820387
-9.74796664334	10.0	0.177622283523	0.0911188858239	2.10479507893	-487.398332167
-8.04823100832	10.0	0.190437872997	0.0904781063502	2.26139998512	-402.411550416
-6.82021597949	10.0	0.203167813941	0.0898416093029	2.41917419548	-341.010798974
-5.87445941261	10.0	0.2158129621	0.089209351895	2.57813085513	-293.722970631
-5.32960893778	10.0	0.228374161854	0.0885812919073	2.738283307	-266.480446889
-4.69725965256	10.0	0.24085224641	0.0879573876795	2.89964509552	-234.862982628
-4.36241331982	10.0	0.253248037987	0.0873375981006	3.06222997044	-218.120665991
-4.10685093697	10.0	0.265562347992	0.0867218826004	3.22605189074	-205.342546848
-3.64316515899	10.0	0.2777959772	0.08611020114	3.39112502864	-182.15825795
-3.36943984177	10.0	0.289949715928	0.0855025142036	3.55746377367	-168.471992089
-3.16285008585	10.0	0.302024344204	0.0848987827898	3.72508273686	-158.142504292
-3.03796780505	10.0	0.314020631934	0.0842989684033	3.893996755	-151.898390252
-3.00617373999	10.0	0.325939339067	0.0837030330466	4.06422089506	-150.308686999
-2.94297788975	10.0	0.337781215755	0.0831109392123	4.23577045862	-147.148894488
-2.63503992172	10.0	0.349547002506	0.0825226498747	4.40866098648	-131.751996086
	--	0.361237430347	0.0819381284827	--
