DH	INVJ	Xt	Mt	XMt	NDH
-5.48307133773	5.0	0.0	0.05	0.0705318098462	-1133.35493329
-30.5797512361	10.0	0.00351419735732	0.0498242901321	0.212344280861	-3057.97512361
-41.1411052124	10.0	0.0105056730635	0.0494747163468	0.355164085808	-4114.11052124
-44.6324945421	10.0	0.0174483528755	0.0491275823562	0.499001996008	-4463.24945421
-45.2267085375	10.0	0.0243427458617	0.0487828627069	0.643868936901	-4522.67085375
-43.6228863302	10.0	0.0311893540338	0.0484405322983	0.78977599081	-4362.28863302
-40.7531522972	10.0	0.0379886724686	0.0481005663766	0.936734399769	-4075.31522972
-37.2717887909	10.0	0.0447411894273	0.0477629405286	1.08475556841	-3727.17887909
-33.5135710152	10.0	0.0514473864728	0.0474276306764	1.23385106692	-3351.35710152
-29.8033911896	10.0	0.0581077385835	0.0470946130708	1.38403263403	-2980.33911896
-26.2667014374	10.0	0.0647227142662	0.0467638642867	1.53531218014	-2626.67014374
-22.900063388	10.0	0.0712927756654	0.0464353612167	1.68770179043	-2290.0063388
-20.1898877703	10.0	0.077818378671	0.0461090810665	1.84121372809	-2018.98877703
-17.659604882	10.0	0.084299973024	0.0457850013488	1.99586043761	-1765.9604882
-15.584773026	10.0	0.0907380024197	0.045463099879	2.15165454815	-1558.4773026
-13.6047265457	10.0	0.0971329046088	0.0451433547696	2.30860887697	-1360.47265457
-12.1223185205	10.0	0.103485111497	0.0448257444252	2.46673643295	-1212.23185205
-10.6039922379	10.0	0.109795049241	0.0445102475379	2.62605042017	-1060.39922379
-9.29393558969	10.0	0.116063138347	0.0441968430826	2.7865642416	-929.393558969
-8.32324647339	10.0	0.12228979376	0.043885510312	2.94829150287	-832.324647339
-7.50037457178	10.0	0.128475424957	0.0435762287521	3.11124601609	-750.037457178
-6.71458420485	10.0	0.134620436039	0.0432689781981	3.27544180378	-671.458420485
-6.08114663103	10.0	0.140725225815	0.0429637387093	3.44089310292	-608.114663103
-5.38787780163	10.0	0.146790187891	0.0426604906054	3.60761436905	-538.787780163
-5.09441748119	10.0	0.152815710756	0.0423592144622	3.77562028047	-509.441748119
-4.81139476232	10.0	0.158802177858	0.0420598911071	3.94492574257	-481.139476232
-4.2186405582	10.0	0.164749967696	0.0417625016152	4.11554589222	-421.86405582
-3.90972009021	10.0	0.17065945389	0.0414670273055	4.28749610228	-390.972009021
-3.84840976491	10.0	0.176531005264	0.0411734497368	4.46079198623	-384.840976491
	--	0.182364985923	0.0408817507039	--
